北京,北京协和医院,过敏性鼻炎,文利平,副主任医师,副教授,变态反应科
北京,北京协和医院,过敏性鼻炎,关凯,副主任医师,副教授,变态反应科
北京,北京协和医院,过敏性鼻炎,王子熹,主治医师,,变态反应科
北京,北京协和医院,过敏性鼻炎,崔乐,住院医师,,变态反应科
北京,北京协和医院,过敏性鼻炎,孙劲旅,主任医师,教授,变态反应科
北京,北京协和医院,过敏性鼻炎,尹佳,主任医师,教授,变态反应科
北京,北京协和医院,过敏性鼻炎,蒋子栋,主任医师,教授,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,支玉香,主任医师,教授,变态反应科
北京,北京协和医院,过敏性鼻炎,顾建青,主治医师,,变态反应科
北京,北京协和医院,过敏性鼻炎,王良录,副主任医师,副教授,变态反应科
北京,北京协和医院,过敏性鼻炎,李丽莎,主治医师,,变态反应科
北京,北京协和医院,过敏性鼻炎,李宏,副主任医师,副教授,变态反应科
北京,北京协和医院,过敏性鼻炎,岳凤敏,主治医师,,变态反应科
北京,北京协和医院,过敏性鼻炎,陈晓巍,主任医师,教授,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,查洋,主治医师,,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,白纯政,副主任医师,副教授,变态反应科
北京,北京协和医院,过敏性鼻炎,汤蕊,主治医师,,变态反应科
北京,北京协和医院,过敏性鼻炎,张晓阳,副主任医师,副教授,中医科
北京,北京协和医院,过敏性鼻炎,高志强,主任医师,教授,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,倪道凤,主任医师,教授,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,吕威,主任医师,教授,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,马仕坤,主治医师,,变态反应科
北京,北京协和医院,过敏性鼻炎,牛燕燕,主治医师,,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,彭培宏,主任医师,教授,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,张宝泉,主任医师,教授,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,王剑,副主任医师,副教授,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,王轶,副主任医师,副教授,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,祝小莉,副主任医师,副教授,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,亓放,副主任医师,副教授,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,王晓巍,副主任医师,,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,姜鸿,副主任医师,副教授,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,王珍,主治医师,,耳鼻喉科
北京,北京协和医院,过敏性鼻炎,邵池,主治医师,,呼吸内科
北京,北京协和医院,过敏性鼻炎,吴群励,副主任医师,副教授,中医科
北京,北京协和医院,过敏性鼻炎,齐贺斌,主任医师,副教授,中医科
北京,北京协和医院,过敏性鼻炎,杨丹,主治医师,,中医科
北京,北京协和医院,过敏性鼻炎,董振华,主任医师,教授,中医科
北京,北京协和医院,干燥综合征,宣磊,主治医师,讲师,中医科
北京,北京协和医院,干燥综合征,董振华,主任医师,教授,中医科
北京,北京协和医院,干燥综合征,赵久良,主治医师,,风湿免疫科
北京,北京协和医院,干燥综合征,徐东,副主任医师,副教授,风湿免疫科
北京,北京协和医院,干燥综合征,王迁,副主任医师,副教授,风湿免疫科
北京,北京协和医院,干燥综合征,尤欣,主任医师,教授,风湿免疫科
北京,北京协和医院,干燥综合征,张文,主任医师,教授,风湿免疫科
北京,北京协和医院,干燥综合征,侯勇,主任医师,教授,风湿免疫科
北京,北京协和医院,干燥综合征,曾学军,主任医师,教授,普通内科
北京,北京协和医院,干燥综合征,张奉春,主任医师,教授,风湿免疫科
北京,北京协和医院,干燥综合征,赵岩,主任医师,教授,风湿免疫科
北京,北京协和医院,干燥综合征,曾小峰,主任医师,教授,风湿免疫科
